userName;score;content;Layanan;Fitur;Kebermanfaatan;Bisnis;Non Aspek;jumlah_aspek_disebut;casefolded;cleaned;tokens;filtered;normalized;stemmed;final_text
Pengguna Google;5;Bukalapak OK belanja jadi mudah karna banyaknya jenis pembayara ,Transfer OK, keredit OK,Tempo 1 bulan Ok, Gerai OK, pokoknya komplit ........masih banyak yang lain nya ......;0;0;1;0;0;1;bukalapak ok belanja jadi mudah karna banyaknya jenis pembayara ,transfer ok, keredit ok,tempo 1 bulan ok, gerai ok, pokoknya komplit ........masih banyak yang lain nya ......;bukalapak ok belanja jadi mudah karna banyaknya jenis pembayara transfer ok keredit ok tempo bulan ok gerai ok pokoknya komplit masih banyak yang lain nya;['bukalapak', 'ok', 'belanja', 'jadi', 'mudah', 'karna', 'banyaknya', 'jenis', 'pembayara', 'transfer', 'ok', 'keredit', 'ok', 'tempo', 'bulan', 'ok', 'gerai', 'ok', 'pokoknya', 'komplit', 'masih', 'banyak', 'yang', 'lain', 'nya'];['bukalapak', 'ok', 'belanja', 'mudah', 'karna', 'banyaknya', 'jenis', 'pembayara', 'transfer', 'ok', 'keredit', 'ok', 'tempo', 'ok', 'gerai', 'ok', 'pokoknya', 'komplit', 'nya'];['bukalapak', 'ok', 'belanja', 'mudah', 'karna', 'banyaknya', 'jenis', 'pembayara', 'transfer', 'ok', 'keredit', 'ok', 'tempo', 'ok', 'gerai', 'ok', 'pokoknya', 'komplit', 'nya'];['bukalapak', 'ok', 'belanja', 'mudah', 'karna', 'banyak', 'jenis', 'pembayara', 'transfer', 'ok', 'keredit', 'ok', 'tempo', 'ok', 'gerai', 'ok', 'pokok', 'komplit', 'nya'];bukalapak ok belanja mudah karna banyak jenis pembayara transfer ok keredit ok tempo ok gerai ok pokok komplit nya
Deri Yustiawan;1;Sebelum nya emoney kga masuk di komplain slow respon jawaban nya cek cek terus skrng paylater jawaban nya cek cek terus pada kemana ini??? Mau di bawa uang nya pelayanan nya gk gercep padahal member lama klo gini jadi males belanja;-1;0;0;-1;0;2;sebelum nya emoney kga masuk di komplain slow respon jawaban nya cek cek terus skrng paylater jawaban nya cek cek terus pada kemana ini??? mau di bawa uang nya pelayanan nya gk gercep padahal member lama klo gini jadi males belanja;sebelum nya emoney kga masuk di komplain slow respon jawaban nya cek cek terus skrng paylater jawaban nya cek cek terus pada kemana ini mau di bawa uang nya pelayanan nya gk gercep padahal member lama klo gini jadi males belanja;['sebelum', 'nya', 'emoney', 'kga', 'masuk', 'di', 'komplain', 'slow', 'respon', 'jawaban', 'nya', 'cek', 'cek', 'terus', 'skrng', 'paylater', 'jawaban', 'nya', 'cek', 'cek', 'terus', 'pada', 'kemana', 'ini', 'mau', 'di', 'bawa', 'uang', 'nya', 'pelayanan', 'nya', 'gk', 'gercep', 'padahal', 'member', 'lama', 'klo', 'gini', 'jadi', 'males', 'belanja'];['nya', 'emoney', 'kga', 'masuk', 'komplain', 'slow', 'respon', 'nya', 'cek', 'cek', 'skrng', 'paylater', 'nya', 'cek', 'cek', 'kemana', 'bawa', 'uang', 'nya', 'pelayanan', 'nya', 'gk', 'gercep', 'member', 'klo', 'gini', 'males', 'belanja'];['nya', 'emoney', 'kga', 'masuk', 'komplain', 'slow', 'respon', 'nya', 'cek', 'cek', 'skrng', 'paylater', 'nya', 'cek', 'cek', 'kemana', 'bawa', 'uang', 'nya', 'pelayanan', 'nya', 'tidak', 'gercep', 'member', 'klo', 'gini', 'males', 'belanja'];['nya', 'emoney', 'kga', 'masuk', 'komplain', 'slow', 'respon', 'nya', 'cek', 'cek', 'skrng', 'paylater', 'nya', 'cek', 'cek', 'mana', 'bawa', 'uang', 'nya', 'layan', 'nya', 'tidak', 'gercep', 'member', 'klo', 'gin', 'males', 'belanja'];nya emoney kga masuk komplain slow respon nya cek cek skrng paylater nya cek cek mana bawa uang nya layan nya tidak gercep member klo gin males belanja
chandra heru;5;Barang yg di cari mudah d dapat, murah system pembayaran bervariasi, respon cepat, sangat memuaskan;1;0;1;1;0;3;barang yg di cari mudah d dapat, murah system pembayaran bervariasi, respon cepat, sangat memuaskan;barang yg di cari mudah d dapat murah system pembayaran bervariasi respon cepat sangat memuaskan;['barang', 'yg', 'di', 'cari', 'mudah', 'd', 'dapat', 'murah', 'system', 'pembayaran', 'bervariasi', 'respon', 'cepat', 'sangat', 'memuaskan'];['barang', 'yg', 'cari', 'mudah', 'd', 'murah', 'system', 'pembayaran', 'bervariasi', 'respon', 'cepat', 'memuaskan'];['barang', 'yg', 'cari', 'mudah', 'd', 'murah', 'system', 'pembayaran', 'bervariasi', 'respon', 'cepat', 'memuaskan'];['barang', 'yg', 'cari', 'mudah', 'd', 'murah', 'system', 'bayar', 'variasi', 'respon', 'cepat', 'muas'];barang yg cari mudah d murah system bayar variasi respon cepat muas
KenzaTV INDO;1;Parah!!! Sering tidak ada popup notifikasi! Jadi toko saya sperti mati di sini pas buka aplikasi baru kelihat bnyak yg tanya produk dan sudah lewat beberapahari yg lalu dia tanya2 produk! Jadi gagal kan blanja produk ri saya karena tidak ada notifikasi dan saya otomatia tidak tau ada yg tanya produk!!!... Parahhhhhhh!!!;0;0;0;-1;0;1;parah!!! sering tidak ada popup notifikasi! jadi toko saya sperti mati di sini pas buka aplikasi baru kelihat bnyak yg tanya produk dan sudah lewat beberapahari yg lalu dia tanya2 produk! jadi gagal kan blanja produk ri saya karena tidak ada notifikasi dan saya otomatia tidak tau ada yg tanya produk!!!... parahhhhhhh!!!;parah sering tidak ada popup notifikasi jadi toko saya sperti mati di sini pas buka aplikasi baru kelihat bnyak yg tanya produk dan sudah lewat beberapahari yg lalu dia tanya produk jadi gagal kan blanja produk ri saya karena tidak ada notifikasi dan saya otomatia tidak tau ada yg tanya produk parahhhhhhh;['parah', 'sering', 'tidak', 'ada', 'popup', 'notifikasi', 'jadi', 'toko', 'saya', 'sperti', 'mati', 'di', 'sini', 'pas', 'buka', 'aplikasi', 'baru', 'kelihat', 'bnyak', 'yg', 'tanya', 'produk', 'dan', 'sudah', 'lewat', 'beberapahari', 'yg', 'lalu', 'dia', 'tanya', 'produk', 'jadi', 'gagal', 'kan', 'blanja', 'produk', 'ri', 'saya', 'karena', 'tidak', 'ada', 'notifikasi', 'dan', 'saya', 'otomatia', 'tidak', 'tau', 'ada', 'yg', 'tanya', 'produk', 'parahhhhhhh'];['parah', 'popup', 'notifikasi', 'toko', 'sperti', 'mati', 'pas', 'buka', 'aplikasi', 'kelihat', 'bnyak', 'yg', 'produk', 'beberapahari', 'yg', 'produk', 'gagal', 'blanja', 'produk', 'ri', 'notifikasi', 'otomatia', 'tau', 'yg', 'produk', 'parahhhhhhh'];['parah', 'popup', 'notifikasi', 'toko', 'sperti', 'mati', 'pas', 'buka', 'aplikasi', 'kelihat', 'bnyak', 'yg', 'produk', 'beberapahari', 'yg', 'produk', 'gagal', 'blanja', 'produk', 'ri', 'notifikasi', 'otomatia', 'tau', 'yg', 'produk', 'parahhhhhhh'];['parah', 'popup', 'notifikasi', 'toko', 'sperti', 'mati', 'pas', 'buka', 'aplikasi', 'lihat', 'bnyak', 'yg', 'produk', 'beberapahari', 'yg', 'produk', 'gagal', 'blanja', 'produk', 'ri', 'notifikasi', 'otomatia', 'tau', 'yg', 'produk', 'parahhhhhhh'];parah popup notifikasi toko sperti mati pas buka aplikasi lihat bnyak yg produk beberapahari yg produk gagal blanja produk ri notifikasi otomatia tau yg produk parahhhhhhh
VERDY PRASSTTYO;5;Sangat puas belanja d buka lapak.dan sangat puas dengan pelayanan kurir karna begitu cepat sampai barang ny.👍👍👍.;1;0;0;1;0;2;sangat puas belanja d buka lapak.dan sangat puas dengan pelayanan kurir karna begitu cepat sampai barang ny.👍👍👍.;sangat puas belanja d buka lapak dan sangat puas dengan pelayanan kurir karna begitu cepat sampai barang ny;['sangat', 'puas', 'belanja', 'd', 'buka', 'lapak', 'dan', 'sangat', 'puas', 'dengan', 'pelayanan', 'kurir', 'karna', 'begitu', 'cepat', 'sampai', 'barang', 'ny'];['puas', 'belanja', 'd', 'buka', 'lapak', 'puas', 'pelayanan', 'kurir', 'karna', 'cepat', 'barang', 'ny'];['puas', 'belanja', 'd', 'buka', 'lapak', 'puas', 'pelayanan', 'kurir', 'karna', 'cepat', 'barang', 'nya'];['puas', 'belanja', 'd', 'buka', 'lapak', 'puas', 'layan', 'kurir', 'karna', 'cepat', 'barang', 'nya'];puas belanja d buka lapak puas layan kurir karna cepat barang nya
b0y m4xz;4;Selalu cek dan Diperhatikan lagi kinerja ekspedisinya. Nggak semuanya profesional. Kalau perlu yg kinerjanya burik hapus aja kontraknya, yg kedepannya sangat merugikan customer dan pihak bukalapak sendiri..;0;0;0;-1;0;1;selalu cek dan diperhatikan lagi kinerja ekspedisinya. nggak semuanya profesional. kalau perlu yg kinerjanya burik hapus aja kontraknya, yg kedepannya sangat merugikan customer dan pihak bukalapak sendiri..;selalu cek dan diperhatikan lagi kinerja ekspedisinya nggak semuanya profesional kalau perlu yg kinerjanya burik hapus aja kontraknya yg kedepannya sangat merugikan customer dan pihak bukalapak sendiri;['selalu', 'cek', 'dan', 'diperhatikan', 'lagi', 'kinerja', 'ekspedisinya', 'nggak', 'semuanya', 'profesional', 'kalau', 'perlu', 'yg', 'kinerjanya', 'burik', 'hapus', 'aja', 'kontraknya', 'yg', 'kedepannya', 'sangat', 'merugikan', 'customer', 'dan', 'pihak', 'bukalapak', 'sendiri'];['cek', 'diperhatikan', 'kinerja', 'ekspedisinya', 'nggak', 'profesional', 'yg', 'kinerjanya', 'burik', 'hapus', 'aja', 'kontraknya', 'yg', 'kedepannya', 'merugikan', 'customer', 'bukalapak'];['cek', 'diperhatikan', 'kinerja', 'ekspedisinya', 'tidak', 'profesional', 'yg', 'kinerjanya', 'burik', 'hapus', 'saja', 'kontraknya', 'yg', 'kedepannya', 'merugikan', 'customer', 'bukalapak'];['cek', 'perhati', 'kerja', 'ekspedisi', 'tidak', 'profesional', 'yg', 'kerja', 'burik', 'hapus', 'saja', 'kontrak', 'yg', 'depan', 'rugi', 'customer', 'bukalapak'];cek perhati kerja ekspedisi tidak profesional yg kerja burik hapus saja kontrak yg depan rugi customer bukalapak
Muhamad Ali;1;Ribet bos. Mau rubah email. Itu email sya sya ketik hrusnya Gmail. Jadi gmqil. Mau hubungi custemer servis aja ga ada menunya payah amat apps;0;-1;-1;0;0;2;ribet bos. mau rubah email. itu email sya sya ketik hrusnya gmail. jadi gmqil. mau hubungi custemer servis aja ga ada menunya payah amat apps;ribet bos mau rubah email itu email sya sya ketik hrusnya gmail jadi gmqil mau hubungi custemer servis aja ga ada menunya payah amat apps;['ribet', 'bos', 'mau', 'rubah', 'email', 'itu', 'email', 'sya', 'sya', 'ketik', 'hrusnya', 'gmail', 'jadi', 'gmqil', 'mau', 'hubungi', 'custemer', 'servis', 'aja', 'ga', 'ada', 'menunya', 'payah', 'amat', 'apps'];['ribet', 'bos', 'rubah', 'email', 'email', 'sya', 'sya', 'ketik', 'hrusnya', 'gmail', 'gmqil', 'hubungi', 'custemer', 'servis', 'aja', 'ga', 'menunya', 'payah', 'apps'];['ribet', 'bos', 'rubah', 'email', 'email', 'sya', 'sya', 'ketik', 'hrusnya', 'gmail', 'gmqil', 'hubungi', 'custemer', 'servis', 'saja', 'tidak', 'menunya', 'payah', 'apps'];['ribet', 'bos', 'rubah', 'email', 'email', 'sya', 'sya', 'ketik', 'hrusnya', 'gmail', 'gmqil', 'hubung', 'custemer', 'servis', 'saja', 'tidak', 'menu', 'payah', 'apps'];ribet bos rubah email email sya sya ketik hrusnya gmail gmqil hubung custemer servis saja tidak menu payah apps
MULYONO;5;Belanja di Bukalapak... ok banget.......sekarang sering belanja.semua sesuai dengan pesanan....jossss ...ok pokoknya....belanja saya hanya di sini...;0;0;0;1;0;1;belanja di bukalapak... ok banget.......sekarang sering belanja.semua sesuai dengan pesanan....jossss ...ok pokoknya....belanja saya hanya di sini...;belanja di bukalapak ok banget sekarang sering belanja semua sesuai dengan pesanan jossss ok pokoknya belanja saya hanya di sini;['belanja', 'di', 'bukalapak', 'ok', 'banget', 'sekarang', 'sering', 'belanja', 'semua', 'sesuai', 'dengan', 'pesanan', 'jossss', 'ok', 'pokoknya', 'belanja', 'saya', 'hanya', 'di', 'sini'];['belanja', 'bukalapak', 'ok', 'banget', 'belanja', 'sesuai', 'pesanan', 'jossss', 'ok', 'pokoknya', 'belanja'];['belanja', 'bukalapak', 'ok', 'banget', 'belanja', 'sesuai', 'pesanan', 'jossss', 'ok', 'pokoknya', 'belanja'];['belanja', 'bukalapak', 'ok', 'banget', 'belanja', 'sesuai', 'pesan', 'jossss', 'ok', 'pokok', 'belanja'];belanja bukalapak ok banget belanja sesuai pesan jossss ok pokok belanja
Darsiti Darsiti;5;Untuk prakerja sangat bagus dan profesional;0;0;0;0;1;1;untuk prakerja sangat bagus dan profesional;untuk prakerja sangat bagus dan profesional;['untuk', 'prakerja', 'sangat', 'bagus', 'dan', 'profesional'];['prakerja', 'bagus', 'profesional'];['prakerja', 'bagus', 'profesional'];['prakerja', 'bagus', 'profesional'];prakerja bagus profesional
Sur Yanto;4;"Kepada Bukalapak,kenapa paylater Bukalapak setiap bulan di kenakan biaya 20.000 ya.kmi pelanggan setia buka lapak jdi di rugikan saat menggunakan paylater Bukalapak.mohon di timbangkan semua in(krna yg lain tidak pake biaya bulanan;contoh shope tidak ad biaya bulanan)";0;0;0;-1;0;1;"kepada bukalapak,kenapa paylater bukalapak setiap bulan di kenakan biaya 20.000 ya.kmi pelanggan setia buka lapak jdi di rugikan saat menggunakan paylater bukalapak.mohon di timbangkan semua in(krna yg lain tidak pake biaya bulanan;contoh shope tidak ad biaya bulanan)";kepada bukalapak kenapa paylater bukalapak setiap bulan di kenakan biaya ya kmi pelanggan setia buka lapak jdi di rugikan saat menggunakan paylater bukalapak mohon di timbangkan semua in krna yg lain tidak pake biaya bulanan contoh shope tidak ad biaya bulanan;['kepada', 'bukalapak', 'kenapa', 'paylater', 'bukalapak', 'setiap', 'bulan', 'di', 'kenakan', 'biaya', 'ya', 'kmi', 'pelanggan', 'setia', 'buka', 'lapak', 'jdi', 'di', 'rugikan', 'saat', 'menggunakan', 'paylater', 'bukalapak', 'mohon', 'di', 'timbangkan', 'semua', 'in', 'krna', 'yg', 'lain', 'tidak', 'pake', 'biaya', 'bulanan', 'contoh', 'shope', 'tidak', 'ad', 'biaya', 'bulanan'];['bukalapak', 'paylater', 'bukalapak', 'kenakan', 'biaya', 'ya', 'kmi', 'pelanggan', 'setia', 'buka', 'lapak', 'jdi', 'rugikan', 'paylater', 'bukalapak', 'mohon', 'timbangkan', 'in', 'krna', 'yg', 'pake', 'biaya', 'bulanan', 'contoh', 'shope', 'ad', 'biaya', 'bulanan'];['bukalapak', 'paylater', 'bukalapak', 'kenakan', 'biaya', 'ya', 'kmi', 'pelanggan', 'setia', 'buka', 'lapak', 'jdi', 'rugikan', 'paylater', 'bukalapak', 'mohon', 'timbangkan', 'in', 'krna', 'yg', 'pake', 'biaya', 'bulanan', 'contoh', 'shope', 'ad', 'biaya', 'bulanan'];['bukalapak', 'paylater', 'bukalapak', 'kena', 'biaya', 'ya', 'kmi', 'langgan', 'setia', 'buka', 'lapak', 'jdi', 'rugi', 'paylater', 'bukalapak', 'mohon', 'timbang', 'in', 'krna', 'yg', 'pake', 'biaya', 'bulan', 'contoh', 'shope', 'ad', 'biaya', 'bulan'];bukalapak paylater bukalapak kena biaya ya kmi langgan setia buka lapak jdi rugi paylater bukalapak mohon timbang in krna yg pake biaya bulan contoh shope ad biaya bulan
Syamsuddin Sanusi;5;Mantap pengiriman cepat dan packing rapih barakallah;0;0;0;1;0;1;mantap pengiriman cepat dan packing rapih barakallah;mantap pengiriman cepat dan packing rapih barakallah;['mantap', 'pengiriman', 'cepat', 'dan', 'packing', 'rapih', 'barakallah'];['mantap', 'pengiriman', 'cepat', 'packing', 'rapih', 'barakallah'];['mantap', 'pengiriman', 'cepat', 'packing', 'rapih', 'barakallah'];['mantap', 'kirim', 'cepat', 'packing', 'rapih', 'barakallah'];mantap kirim cepat packing rapih barakallah
IKA AYU LESTARI;5;Semua penjual dibuka lapak, cepat respon dan amanah;1;0;0;0;0;1;semua penjual dibuka lapak, cepat respon dan amanah;semua penjual dibuka lapak cepat respon dan amanah;['semua', 'penjual', 'dibuka', 'lapak', 'cepat', 'respon', 'dan', 'amanah'];['penjual', 'dibuka', 'lapak', 'cepat', 'respon', 'amanah'];['penjual', 'dibuka', 'lapak', 'cepat', 'respon', 'amanah'];['jual', 'buka', 'lapak', 'cepat', 'respon', 'amanah'];jual buka lapak cepat respon amanah
Angga Al Ausy;4;Mantaf tingkat lagi di sitem pencarian produk dan kategori;0;0;0;0;1;1;mantaf tingkat lagi di sitem pencarian produk dan kategori;mantaf tingkat lagi di sitem pencarian produk dan kategori;['mantaf', 'tingkat', 'lagi', 'di', 'sitem', 'pencarian', 'produk', 'dan', 'kategori'];['mantaf', 'tingkat', 'sitem', 'pencarian', 'produk', 'kategori'];['mantap', 'tingkat', 'sitem', 'pencarian', 'produk', 'kategori'];['mantap', 'tingkat', 'sitem', 'cari', 'produk', 'kategori'];mantap tingkat sitem cari produk kategori
Mas Popon Project;5;Sangat saya rekomendasikan,,,, syarat dan ketentuan yang sangat mudah.;0;0;1;0;0;1;sangat saya rekomendasikan,,,, syarat dan ketentuan yang sangat mudah.;sangat saya rekomendasikan syarat dan ketentuan yang sangat mudah;['sangat', 'saya', 'rekomendasikan', 'syarat', 'dan', 'ketentuan', 'yang', 'sangat', 'mudah'];['rekomendasikan', 'syarat', 'ketentuan', 'mudah'];['rekomendasikan', 'syarat', 'ketentuan', 'mudah'];['rekomendasi', 'syarat', 'tentu', 'mudah'];rekomendasi syarat tentu mudah
Eckoadjjah;1;Mantab Paylater dibekukan, nanya sama buka bantuan katanya masih ada tagihan yg belum d bayar, sedangkan d cek jatuh tempo masih lama tnggl 1 april 2022 itupun cuma 1 tagihan Nanya buka bantuan gak ada solusinya aneh..... 😤😤;-1;0;0;0;0;1;mantab paylater dibekukan, nanya sama buka bantuan katanya masih ada tagihan yg belum d bayar, sedangkan d cek jatuh tempo masih lama tnggl 1 april 2022 itupun cuma 1 tagihan nanya buka bantuan gak ada solusinya aneh..... 😤😤;mantab paylater dibekukan nanya sama buka bantuan katanya masih ada tagihan yg belum d bayar sedangkan d cek jatuh tempo masih lama tnggl april itupun cuma tagihan nanya buka bantuan gak ada solusinya aneh;['mantab', 'paylater', 'dibekukan', 'nanya', 'sama', 'buka', 'bantuan', 'katanya', 'masih', 'ada', 'tagihan', 'yg', 'belum', 'd', 'bayar', 'sedangkan', 'd', 'cek', 'jatuh', 'tempo', 'masih', 'lama', 'tnggl', 'april', 'itupun', 'cuma', 'tagihan', 'nanya', 'buka', 'bantuan', 'gak', 'ada', 'solusinya', 'aneh'];['mantab', 'paylater', 'dibekukan', 'nanya', 'buka', 'bantuan', 'tagihan', 'yg', 'd', 'bayar', 'd', 'cek', 'jatuh', 'tempo', 'tnggl', 'april', 'itupun', 'tagihan', 'nanya', 'buka', 'bantuan', 'gak', 'solusinya', 'aneh'];['mantab', 'paylater', 'dibekukan', 'nanya', 'buka', 'bantuan', 'tagihan', 'yg', 'd', 'bayar', 'd', 'cek', 'jatuh', 'tempo', 'tnggl', 'april', 'itupun', 'tagihan', 'nanya', 'buka', 'bantuan', 'gak', 'solusinya', 'aneh'];['mantab', 'paylater', 'beku', 'nanya', 'buka', 'bantu', 'tagih', 'yg', 'd', 'bayar', 'd', 'cek', 'jatuh', 'tempo', 'tnggl', 'april', 'itu', 'tagih', 'nanya', 'buka', 'bantu', 'gak', 'solusi', 'aneh'];mantab paylater beku nanya buka bantu tagih yg d bayar d cek jatuh tempo tnggl april itu tagih nanya buka bantu gak solusi aneh
Fijar Zaki;5;Lebih bagus mitra pembayaran kredit nya pake Bukalapak langsung,jangan pake kredivo ,soal nya saya mengajukan kredit di kredivo di tolak terus , beda dengan akulaku di kasih kredit yang cukup memuaskan...;0;0;0;0;-1;1;lebih bagus mitra pembayaran kredit nya pake bukalapak langsung,jangan pake kredivo ,soal nya saya mengajukan kredit di kredivo di tolak terus , beda dengan akulaku di kasih kredit yang cukup memuaskan...;lebih bagus mitra pembayaran kredit nya pake bukalapak langsung jangan pake kredivo soal nya saya mengajukan kredit di kredivo di tolak terus beda dengan akulaku di kasih kredit yang cukup memuaskan;['lebih', 'bagus', 'mitra', 'pembayaran', 'kredit', 'nya', 'pake', 'bukalapak', 'langsung', 'jangan', 'pake', 'kredivo', 'soal', 'nya', 'saya', 'mengajukan', 'kredit', 'di', 'kredivo', 'di', 'tolak', 'terus', 'beda', 'dengan', 'akulaku', 'di', 'kasih', 'kredit', 'yang', 'cukup', 'memuaskan'];['bagus', 'mitra', 'pembayaran', 'kredit', 'nya', 'pake', 'bukalapak', 'langsung', 'pake', 'kredivo', 'nya', 'mengajukan', 'kredit', 'kredivo', 'tolak', 'beda', 'akulaku', 'kasih', 'kredit', 'memuaskan'];['bagus', 'mitra', 'pembayaran', 'kredit', 'nya', 'pake', 'bukalapak', 'langsung', 'pake', 'kredivo', 'nya', 'mengajukan', 'kredit', 'kredivo', 'tolak', 'beda', 'akulaku', 'kasih', 'kredit', 'memuaskan'];['bagus', 'mitra', 'bayar', 'kredit', 'nya', 'pake', 'bukalapak', 'langsung', 'pake', 'kredivo', 'nya', 'aju', 'kredit', 'kredivo', 'tolak', 'beda', 'akulaku', 'kasih', 'kredit', 'muas'];bagus mitra bayar kredit nya pake bukalapak langsung pake kredivo nya aju kredit kredivo tolak beda akulaku kasih kredit muas
JIRMAN FERRA PRAWIRANEGARA;5;terimakasih bukalapak.. tp kenapa ya di fitur saya belum ada paylaternya.. mudah2an cepat bisa dinikmati ya fiturnya..;0;-1;0;0;0;1;terimakasih bukalapak.. tp kenapa ya di fitur saya belum ada paylaternya.. mudah2an cepat bisa dinikmati ya fiturnya..;terimakasih bukalapak tp kenapa ya di fitur saya belum ada paylaternya mudahan cepat bisa dinikmati ya fiturnya;['terimakasih', 'bukalapak', 'tp', 'kenapa', 'ya', 'di', 'fitur', 'saya', 'belum', 'ada', 'paylaternya', 'mudahan', 'cepat', 'bisa', 'dinikmati', 'ya', 'fiturnya'];['terimakasih', 'bukalapak', 'tp', 'ya', 'fitur', 'paylaternya', 'mudahan', 'cepat', 'dinikmati', 'ya', 'fiturnya'];['terimakasih', 'bukalapak', 'tapi', 'ya', 'fitur', 'paylaternya', 'mudahan', 'cepat', 'dinikmati', 'ya', 'fiturnya'];['terimakasih', 'bukalapak', 'tapi', 'ya', 'fitur', 'paylaternya', 'mudah', 'cepat', 'nikmat', 'ya', 'fiturnya'];terimakasih bukalapak tapi ya fitur paylaternya mudah cepat nikmat ya fiturnya
Munif Santoso;1;Diperbaharui malah tambah lelet bin lemot, saat ini sangat sangat MENJENGKELKAN😠;0;-1;0;0;0;1;diperbaharui malah tambah lelet bin lemot, saat ini sangat sangat menjengkelkan😠;diperbaharui malah tambah lelet bin lemot saat ini sangat sangat menjengkelkan;['diperbaharui', 'malah', 'tambah', 'lelet', 'bin', 'lemot', 'saat', 'ini', 'sangat', 'sangat', 'menjengkelkan'];['diperbaharui', 'lelet', 'bin', 'lemot', 'menjengkelkan'];['diperbaharui', 'lelet', 'bin', 'lemot', 'menjengkelkan'];['baharu', 'lelet', 'bin', 'lot', 'jengkel'];baharu lelet bin lot jengkel
Yanti Purnama Sari;5;Sangat baik dan bagus..dan berkualitas dalam pelayanan;1;0;0;0;0;1;sangat baik dan bagus..dan berkualitas dalam pelayanan;sangat baik dan bagus dan berkualitas dalam pelayanan;['sangat', 'baik', 'dan', 'bagus', 'dan', 'berkualitas', 'dalam', 'pelayanan'];['bagus', 'berkualitas', 'pelayanan'];['bagus', 'berkualitas', 'pelayanan'];['bagus', 'kualitas', 'layan'];bagus kualitas layan
Sabiq Baru;5;Ok ..makin mantap aplikasinya..makin banyak dan lengkap....plus banyak potongan ongkir;0;1;0;1;0;2;ok ..makin mantap aplikasinya..makin banyak dan lengkap....plus banyak potongan ongkir;ok makin mantap aplikasinya makin banyak dan lengkap plus banyak potongan ongkir;['ok', 'makin', 'mantap', 'aplikasinya', 'makin', 'banyak', 'dan', 'lengkap', 'plus', 'banyak', 'potongan', 'ongkir'];['ok', 'mantap', 'aplikasinya', 'lengkap', 'plus', 'potongan', 'ongkir'];['ok', 'mantap', 'aplikasinya', 'lengkap', 'plus', 'potongan', 'ongkir'];['ok', 'mantap', 'aplikasi', 'lengkap', 'plus', 'potong', 'ongkir'];ok mantap aplikasi lengkap plus potong ongkir
Rahmat Hidayat;5;Terima kasih buka lapak baru coba belanja di sini alhamdulillah pengiriman nya cpt kurir nya juga ramaha suxes terus;0;0;0;1;0;1;terima kasih buka lapak baru coba belanja di sini alhamdulillah pengiriman nya cpt kurir nya juga ramaha suxes terus;terima kasih buka lapak baru coba belanja di sini alhamdulillah pengiriman nya cpt kurir nya juga ramaha suxes terus;['terima', 'kasih', 'buka', 'lapak', 'baru', 'coba', 'belanja', 'di', 'sini', 'alhamdulillah', 'pengiriman', 'nya', 'cpt', 'kurir', 'nya', 'juga', 'ramaha', 'suxes', 'terus'];['terima', 'kasih', 'buka', 'lapak', 'coba', 'belanja', 'alhamdulillah', 'pengiriman', 'nya', 'cpt', 'kurir', 'nya', 'ramaha', 'suxes'];['terima', 'kasih', 'buka', 'lapak', 'coba', 'belanja', 'alhamdulillah', 'pengiriman', 'nya', 'cepat', 'kurir', 'nya', 'ramaha', 'suxes'];['terima', 'kasih', 'buka', 'lapak', 'coba', 'belanja', 'alhamdulillah', 'kirim', 'nya', 'cepat', 'kurir', 'nya', 'ramaha', 'suxes'];terima kasih buka lapak coba belanja alhamdulillah kirim nya cepat kurir nya ramaha suxes
Geby Maheswari;5;Sangat bagus,,memudahkan kita berbelanja,,pilihan belanja lengkap,,toplah;0;0;1;0;0;1;sangat bagus,,memudahkan kita berbelanja,,pilihan belanja lengkap,,toplah;sangat bagus memudahkan kita berbelanja pilihan belanja lengkap toplah;['sangat', 'bagus', 'memudahkan', 'kita', 'berbelanja', 'pilihan', 'belanja', 'lengkap', 'toplah'];['bagus', 'memudahkan', 'berbelanja', 'pilihan', 'belanja', 'lengkap', 'toplah'];['bagus', 'memudahkan', 'berbelanja', 'pilihan', 'belanja', 'lengkap', 'toplah'];['bagus', 'mudah', 'belanja', 'pilih', 'belanja', 'lengkap', 'top'];bagus mudah belanja pilih belanja lengkap top
Po Gan;5;Simpel, mudah, cepat,pokoknya puaassss,, selama ini beli apapun di BUKALAPAK,, pasti puas!;0;0;1;1;0;2;simpel, mudah, cepat,pokoknya puaassss,, selama ini beli apapun di bukalapak,, pasti puas!;simpel mudah cepat pokoknya puaassss selama ini beli apapun di bukalapak pasti puas;['simpel', 'mudah', 'cepat', 'pokoknya', 'puaassss', 'selama', 'ini', 'beli', 'apapun', 'di', 'bukalapak', 'pasti', 'puas'];['simpel', 'mudah', 'cepat', 'pokoknya', 'puaassss', 'beli', 'apapun', 'bukalapak', 'puas'];['simpel', 'mudah', 'cepat', 'pokoknya', 'puaassss', 'beli', 'apapun', 'bukalapak', 'puas'];['simpel', 'mudah', 'cepat', 'pokok', 'puaassss', 'beli', 'apa', 'bukalapak', 'puas'];simpel mudah cepat pokok puaassss beli apa bukalapak puas
